0.07478773,-77.578033
0.10027902,-88.535095
0.02921496,-76.44178
0.02356661,-96.497353
0.2111899,-89.153511
0.18774821,-88.510132
8,-88.158577
1.67544615,-82.477684
8,-33.23505
0.01931586,-86.468941
0.34519336,-96.978577
0.00394157,-78.858177
0.04865721,-95.046577
0.11716542,-84.055038
0.22110626,-98.245316
2.15144301,-82.094368
8,-46.559124
8,-31.728937
8,-18.151745
6.56705523,-54.130085
8,-47.664074
0.38305587,-77.222847
0.12415128,-97.492378
0.00524993,-97.159203
0.06078333,-97.303635
2.20389462,-72.149574
0.19052872,-100.811569
3.73873973,-75.735565
8,-32.000252
2.03907323,-66.475517
0.24393393,-65.804131
0.04572786,-96.669006
0.065744,-88.025841
8,-46.797489
0.26327509,-82.641907
0.27403277,-99.78611
0.03814609,-96.820541
0.31598589,-76.742569
0.76331002,-79.469604
0.80981606,-72.502815
2.14705181,-92.68708
0.03627276,-52.209965
0.12774982,-97.225876
4.03542662,-61.252098
3.60817242,-81.488609
0.0874675,-85.803894
0.20357987,-90.084442
0.0033895,-93.959778
0.09746029,-93.672142
2.44592929,-80.504334
0.19302695,-92.591003
8,-23.866335
0.03461671,-95.85878
0.07653105,-90.873474
0.242928,-91.343475
0.003054,-95.175789
0.02433141,-95.780869
0.08647351,-96.441299
2.35833573,-97.315857
1.41537094,-96.833
8,-39.462856
5.75964499,-79.044395
4.99233437,-88.261162
0.35054246,-88.810478
0.01217702,-84.979317
0.17070998,-92.730843
0.17255028,-90.548698
8,-31.667274
8,-14.772494
0.07451365,-79.521072
0.0178099,-61.528957
0.02908108,-97.570366
4.54653597,-83.976242
1.01571441,-89.839088
8,-23.578896
0.10320146,-88.72467
0.12907542,-77.674942
0.00552548,-103.784554
0.04008104,-104.867188
1.58294487,-86.741325
0.33796808,-101.315857
2.59104824,-71.375999
0.07252492,-89.011139
2.82164621,-95.556526
0.98723966,-91.840721
0.16377933,-99.076035
0.04668178,-88.560837
0.66357476,-95.061493
0.06164942,-96.755768
4.23478556,-83.734779
0.73856801,-89.064034
1.36667681,-79.395081
0.18791845,-94.453217
0.00424515,-98.103462
0.04832795,-95.133209
5.88331986,-86.363312
0.17630956,-97.526207
1.01952875,-71.536018
0.77856326,-81.537628
0.02527587,-65.881233
0.09561697,-92.391388
4.4114809,-87.731422
1.7450856,-71.279495
0.15553784,-83.19561
0.94937295,-68.703598
0.00519857,-85.75518
0.17688739,-96.643425
2.50090742,-61.722378
2.5361526,-77.01149
2.94321919,-85.836105
3.34597993,-75.996422
8,-45.568199
0.05736313,-73.171204
0.13484372,-100.13768
1.78952611,-66.332825
0.06439659,-94.661682
6.93630266,-51.970963
2.11217856,-60.058899
8,-49.678818
8,-2.122644
8,-30.490427
0.04096874,-89.369545
1.96381629,-56.016582
0.68667942,-58.919006
0.06207898,-74.447136
0.07372461,-88.229019
2.20389462,-77.572533
2.31053448,-62.604069
3.04261136,-65.304024
0.1991504,-81.744232
0.06473182,-90.590607
0.01821918,-94.646919
0.06620716,-97.213951
0.18722978,-70.487534
0.1730706,-93.214523
8,-35.746609
4.32372475,-74.244942
8,-24.656525
8,-25.236574
8,-10.619347
8,-26.053333
0.04612577,-91.824181
0.07785797,-80.307159
0.06853135,-93.742348
0.67141891,-114.292236
1.2114557,-100.46627
0.32066065,-72.315224
0.0188492,-84.763107
1.14069212,-90.655045
2.78251886,-70.463623
0.05561214,-76.54248
0.46305826,-95.635803
0.28827825,-71.827988
0.01078174,-92.642082
0.11163597,-96.551636
1.09335613,-86.431038
1.95142651,-78.831253
8,-31.302902
1.64211702,-54.258266
0.03864982,-88.051811
0.05813135,-73.600098
0.09933457,-86.316383
0.00991583,-77.58474
0.00258354,-88.860024
0.03286568,-95.637169
0.98149347,-86.525078
0.11075456,-84.571274
0.08014669,-91.552238
0.17214257,-92.415924
0.01549878,-90.052635
0.05878419,-97.431076
1.64689159,-95.543739
0.28780922,-95.430588
