8,2.08811188,0.5512
7.81098366,8.56759379,0.5105
8,2.86948752,0.5356
8,8.54328496,0.5896
4.74439478,2.22771621,0.6577
0.02909002,0.01968565,4.3214
0.218933,0.06019225,2.7359
0.03187423,6.65170396,4.8546
0.0188246,6.89078805,4.8331
0.05382193,0.06192029,5.166
0.15641961,0.04414145,2.7267
0.43645909,0.60696495,2.6515
7.25318718,8.061218,0.6926
0.0817935,0.07861057,4.496
0.1395881,0.14542429,4.2582
0.01303635,0.00585561,4.9922
0.00259078,0.00321919,5.834
0.03591569,0.03266081,4.8202
1.90278995,1.68837905,1.4663
0.46733886,0.53540999,3.1476
8,3.49626589,0.3309
0.34925783,0.220571,2.3211
0.34896284,0.07187251,2.9985
0.04720604,0.04661242,4.5721
5.0056963,8.8909142,1.0933
4.64430475,8.64098764,1.307
7.6384511,9.17823067,0.8263
0.61079699,0.29519618,3.2781
0.24403888,0.111463,2.8798
0.01525946,0.00809096,4.8948
0.94170368,0.972022,2.64
1.01014376,2.12759781,2.5387
0.18541798,0.18625447,4.0766
0.58970171,0.17217717,2.4416
0.00456839,30,4.9676
0.06942247,0.06835548,4.405
0.11007609,0.10522493,4.1702
1.00267649,8.92361215,2.7549
4.30087042,5.0782814,1.1578
8,8.67888033,0.4342
0.07667579,0.0410874,3.9008
0.00685834,0.00831768,6.1409
0.18238114,0.13809225,3.4407
2.27993035,2.28841496,1.7266
0.46638501,0.35552746,2.8967
0.06116738,0.04671947,4.0027
0.0151991,0.01707986,5.688
0.07781612,0.06169063,3.9247
2.83311272,1.9946264,1.6332
3.16231704,8.64501736,1.7406
6.40121698,8.69467612,0.7352
8,7.50185108,0.343
8,2.28380489,0.3739
0.06039799,0.06477038,5.1669
0.75022024,0.66730833,2.4904
0.05367249,0.06588871,5.1481
0.07264311,0.05646325,4.2477
0.31984401,0.36781395,3.3191
3.49116302,5.61612177,1.2814
8,9.51212669,0.369
0.20434438,0.20028009,3.8043
0.32474542,0.05667638,2.3201
0.00323887,0.00435613,6.3787
0.08349977,0.07697969,3.844
0.08975698,0.09758703,3.7961
0.62597644,0.49920473,1.9092
3.66644931,8.5127948,2.8339
1.15256405,1.01916623,2.0636
0.02092921,0.02439176,5.5755
0.10406112,0.10090192,4.1846
3.89701176,8.65741677,1.366
0.98449844,0.87387824,2.2263
0.28988138,0.18455119,2.7908
0.02423591,0.02718903,5.3331
0.14255695,0.14548986,3.7921
6.92980576,8.48184937,1.0455
5.51427651,3.16506338,1.1718
7.37124205,8.73587311,0.9703
1.25402212,1.08150327,2.9575
0.37030938,0.35051486,3.2757
0.10171413,0.10071886,4.3178
0.05829858,0.05792563,4.663
0.39829162,0.16348743,2.5285
0.37425539,0.34637237,3.0798
5.84458494,5.62151766,1.1127
8,8.36211606,0.5807
8,8.15495894,0.3904
8,3.23569274,0.6253
0.02371369,0.02159889,5.0957
0.05034906,0.05316469,4.9078
0.09034351,0.03640546,3.4205
0.00321054,0.00395629,6.817
0.00827621,0.00288835,6.2917
0.0311539,0.01650636,4.9954
0.59810424,0.39385644,2.9187
0.1855804,0.14358024,3.8758
5.67934084,5.17747927,1.0836
8,1.53732705,0.791
0.21062939,0.18424618,3.4746
0.2006582,0.1964322,3.9819
1.60476005,6.79025801,2.855
