0.07478773,3.9975,-77.578033
0.10027902,3.5752,-88.535095
0.02921496,4.2844,-76.44178
0.02356661,4.9275,-96.497353
0.2111899,3.237,-89.153511
0.18774821,3.3499,-88.510132
8,6.6567,-88.158577
1.67544615,2.1649,-82.477684
8,0.4612,-33.23505
0.01931586,3.9631,-86.468941
0.34519336,2.6233,-96.978577
0.00394157,5.0367,-78.858177
0.04865721,3.7608,-95.046577
0.11716542,3.3561,-84.055038
0.22110626,2.732,-98.245316
2.15144301,1.7314,-82.094368
8,0.2344,-46.559124
8,0.3815,-31.728937
8,0.1943,-18.151745
6.56705523,0.415,-54.130085
8,0.3605,-47.664074
0.38305587,2.6725,-77.222847
0.12415128,3.8142,-97.492378
0.00524993,6.2674,-97.159203
0.06078333,4.3584,-97.303635
2.20389462,1.4665,-72.149574
0.19052872,3.9431,-100.811569
3.73873973,1.1542,-75.735565
8,0.4272,-32.000252
2.03907323,1.2479,-66.475517
0.24393393,2.3948,-65.804131
0.04572786,4.2588,-96.669006
0.065744,4.0031,-88.025841
8,0.3478,-46.797489
0.26327509,3.4189,-82.641907
0.27403277,3.4061,-99.78611
0.03814609,4.7212,-96.820541
0.31598589,2.4283,-76.742569
0.76331002,2.3861,-79.469604
0.80981606,3.0622,-72.502815
2.14705181,2.7288,-92.68708
0.03627276,4.0307,-52.209965
0.12774982,3.5077,-97.225876
4.03542662,1.8601,-61.252098
3.60817242,2.0667,-81.488609
0.0874675,4.2666,-85.803894
0.20357987,3.8206,-90.084442
0.0033895,6.6468,-93.959778
0.09746029,4.0263,-93.672142
2.44592929,1.8908,-80.504334
0.19302695,4.0447,-92.591003
8,0.3303,-23.866335
0.03461671,5.1812,-95.85878
0.07653105,4.4324,-90.873474
0.242928,3.4461,-91.343475
0.003054,6.7285,-95.175789
0.02433141,5.0969,-95.780869
0.08647351,4.4021,-96.441299
2.35833573,1.5507,-97.315857
1.41537094,2.1155,-96.833
8,0.9109,-39.462856
5.75964499,0.9072,-79.044395
4.99233437,1.1019,-88.261162
0.35054246,3.0955,-88.810478
0.01217702,5.4258,-84.979317
0.17070998,3.463,-92.730843
0.17255028,3.692,-90.548698
8,0.6572,-31.667274
8,0.23,-14.772494
0.07451365,3.9523,-79.521072
0.0178099,4.1517,-61.528957
0.02908108,5.0321,-97.570366
4.54653597,1.3627,-83.976242
1.01571441,2.8467,-89.839088
8,0.4085,-23.578896
0.10320146,4.0282,-88.72467
0.12907542,2.8683,-77.674942
0.00552548,6.4203,-103.784554
0.04008104,4.4379,-104.867188
1.58294487,1.5784,-86.741325
0.33796808,3.6344,-101.315857
2.59104824,1.4669,-71.375999
0.07252492,4.7553,-89.011139
2.82164621,1.7103,-95.556526
0.98723966,2.0088,-91.840721
0.16377933,3.5976,-99.076035
0.04668178,4.4105,-88.560837
0.66357476,2.4115,-95.061493
0.06164942,4.3885,-96.755768
4.23478556,0.9076,-83.734779
0.73856801,2.2101,-89.064034
1.36667681,1.9739,-79.395081
0.18791845,3.5768,-94.453217
0.00424515,6.8648,-98.103462
0.04832795,4.6377,-95.133209
5.88331986,0.8521,-86.363312
0.17630956,3.7927,-97.526207
1.01952875,2.1995,-71.536018
0.77856326,2.2248,-81.537628
0.02527587,4.0347,-65.881233
0.09561697,3.6763,-92.391388
4.4114809,1.0183,-87.731422
1.7450856,1.728,-71.279495
0.15553784,2.537,-83.19561
0.94937295,0.8403,-68.703598
0.00519857,4.9955,-85.75518
0.17688739,2.8925,-96.643425
2.50090742,1.4113,-61.722378
2.5361526,1.2075,-77.01149
2.94321919,1.8327,-85.836105
3.34597993,1.2564,-75.996422
8,0.238,-45.568199
0.05736313,4.1065,-73.171204
0.13484372,3.9686,-100.13768
1.78952611,1.4674,-66.332825
0.06439659,4.3607,-94.661682
6.93630266,1.4747,-51.970963
2.11217856,1.9885,-60.058899
8,0.5094,-49.678818
8,0.3123,-2.122644
8,0.3381,-30.490427
0.04096874,4.9033,-89.369545
1.96381629,1.4788,-56.016582
0.68667942,2.1718,-58.919006
0.06207898,4.1385,-74.447136
0.07372461,3.879,-88.229019
2.20389462,1.5229,-77.572533
2.31053448,1.1762,-62.604069
3.04261136,0.8203,-65.304024
0.1991504,3.6966,-81.744232
0.06473182,4.5191,-90.590607
0.01821918,5.7734,-94.646919
0.06620716,4.441,-97.213951
0.18722978,2.9719,-70.487534
0.1730706,3.6724,-93.214523
8,1.535,-35.746609
4.32372475,1.8013,-74.244942
8,0.424,-24.656525
8,0.416,-25.236574
8,0.1709,-10.619347
8,0.5063,-26.053333
0.04612577,3.905,-91.824181
0.07785797,3.115,-80.307159
0.06853135,3.4812,-93.742348
0.67141891,2.4551,-114.292236
1.2114557,1.2993,-100.46627
0.32066065,2.5565,-72.315224
0.0188492,4.5352,-84.763107
1.14069212,1.8786,-90.655045
2.78251886,1.0695,-70.463623
0.05561214,2.995,-76.54248
0.46305826,2.3722,-95.635803
0.28827825,2.6984,-71.827988
0.01078174,5.5322,-92.642082
0.11163597,3.3299,-96.551636
1.09335613,1.975,-86.431038
1.95142651,1.36,-78.831253
8,0.23,-31.302902
1.64211702,0.2847,-54.258266
0.03864982,4.962,-88.051811
0.05813135,3.5274,-73.600098
0.09933457,3.6838,-86.316383
0.00991583,4.7172,-77.58474
0.00258354,6.0438,-88.860024
0.03286568,4.822,-95.637169
0.98149347,1.9704,-86.525078
0.11075456,3.5414,-84.571274
0.08014669,4.6507,-91.552238
0.17214257,3.4352,-92.415924
0.01549878,5.6305,-90.052635
0.05878419,4.3588,-97.431076
1.64689159,2.145,-95.543739
0.28780922,3.4254,-95.430588
5.12324619,1.35,-97.703239
8,0.219,-28.656612
8,0.2898,-24.003428
0.01493892,5.8824,-95.075218
0.03625605,4.7855,-77.279572
0.08142867,4.33,-92.395401
0.00839659,5.322,-78.528137
0.00359142,6.6415,-92.575912
0.03922041,4.6508,-93.391624
0.33778125,3.1949,-97.762512
3.00291014,1.5286,-94.450798
0.09755316,4.0017,-93.800865
7.05223274,0.8926,-87.347076
0.10652117,2.2298,-67.358002
0.32038984,2.3517,-94.473137
0.18650638,3.2477,-69.94619
